1.057049448841183,1.1239575106537307,1.0550758433503695,1.053194229979417
1.030186244463459,1.0306238880173746,1.0404274374038018,1.1106480893546222
1.1225579646132795,1.0453856815910325,1.0492324672362745,1.0331014549411288
1.007239805073159,0.9734277347174171,0.9768455542392004,0.9711745903017763
1.1769415050778715,1.0719573683218162,1.052923476896793,1.0583567512833536
1.0,1.0,1.0,1.0
1.0453863627149773,1.068497593883627,1.188569329894587,1.0216646994870318
1.0,1.0,1.0,1.0
1.1271741738401493,1.1357274069575152,1.1053031108056737,1.2570765921769806
1.3087904086517477,1.4003949221634906,1.272139721538212,1.2454245162380364
1.4030120743135825,1.2607579485545708,1.2017285443099817,1.194913333491249
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.308874905145107,1.3825704832556345,1.6187375253904517,1.2785440926546523
1.5656658992146202,1.7783287180965284,1.6407298445787282,1.5759154533516897
1.0,1.0,1.0,1.0
